Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Juriquilla (jqro), Queretaro
Lat 20.703 N, Lon 100.4473 W, Alt 1945 masl
Time UTC-6h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
2025-03-03 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.87,OK,17.07,OK
2025-03-03 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,37.11,OK,26.95,OK
2025-03-03 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,30.7,OK,19.46,OK
2025-03-03 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,30.74,OK,23.88,OK
2025-03-03 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.1,OK,18.32,OK
2025-03-03 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.94,OK,20.56,OK
2025-03-03 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,26.14,OK,23.69,OK
2025-03-03 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,35.55,OK,23.34,OK
2025-03-03 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.1,OK,8.96,OK
2025-03-03 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,34.8,OK,18.09,OK
2025-03-03 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,35.7,OK,15.0,OK
2025-03-03 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,24.46,OK,4.67,OK
2025-03-03 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,6.6,OK,-9.13,OR
2025-03-03 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,54.27,OK,-2.96,BDL
2025-03-03 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,27.69,OK,-6.88,OR
2025-03-03 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-5.38,OR,1.78,BDL
2025-03-03 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,34.32,OK,6.74,OK
2025-03-03 18:00:00,null,OS,7.29,OK,-23.12,OR,109.44,OK,1519.6,OR,22.54,OK,12.18,OK
2025-03-03 19:00:00,null,OS,3.21,OK,-27.3,OR,2.14,OK,1192.99,OR,27.39,OK,14.51,OK
2025-03-03 20:00:00,null,OS,2.8,OK,-23.57,OR,0.25,BDL,1133.48,OR,64.01,OK,39.07,OK
2025-03-03 21:00:00,null,OS,2.56,OK,-22.01,OR,0.19,BDL,1095.4,OR,57.22,OK,45.88,OK
2025-03-03 22:00:00,null,OS,2.63,OK,-21.75,OR,0.2,BDL,1038.0,OR,46.95,OK,40.31,OK
2025-03-03 23:00:00,null,OS,4.62,OK,-21.41,OR,0.23,BDL,1052.64,OR,52.48,OK,21.04,OK
2025-03-04 00:00:00,null,OS,5.25,OK,-23.79,OR,0.23,BDL,1035.96,OR,39.26,OK,31.98,OK
2025-03-04 01:00:00,null,OS,5.01,OK,-24.05,OR,0.24,BDL,1036.14,OR,38.53,OK,29.62,OK
2025-03-04 02:00:00,null,OS,5.25,OK,-22.05,OR,0.34,BDL,1032.61,OR,41.35,OK,27.16,OK
2025-03-04 03:00:00,null,OS,4.88,OK,-23.36,OR,0.25,BDL,1022.91,OR,29.36,OK,27.89,OK
2025-03-04 04:00:00,null,OS,7.25,OK,-21.61,OR,0.25,BDL,1147.27,OR,40.29,OK,33.02,OK
2025-03-04 05:00:00,null,OS,5.96,OK,-20.87,OR,0.27,BDL,1117.63,OR,42.33,OK,35.48,OK
2025-03-04 06:00:00,null,OS,5.46,OK,-21.94,OR,0.38,BDL,1029.18,OR,34.07,OK,24.82,OK
2025-03-04 07:00:00,null,OS,5.45,OK,-21.3,OR,0.34,BDL,1001.73,OR,28.72,OK,25.13,OK
2025-03-04 08:00:00,null,OS,5.95,OK,-19.68,OR,1.21,OK,1041.64,OR,25.94,OK,21.31,OK
2025-03-04 09:00:00,null,OS,5.62,OK,-20.49,OR,2.98,OK,1027.2,OR,20.61,OK,10.07,OK
2025-03-04 10:00:00,null,OS,3.98,OK,-24.36,OR,1.73,OK,939.53,OR,30.92,OK,14.83,OK
2025-03-04 11:00:00,null,OS,3.58,OK,-27.11,OR,0.85,OK,887.93,OR,13.78,OK,14.12,OK
2025-03-04 12:00:00,null,OS,4.03,OK,-27.43,OR,0.65,OK,892.98,OR,28.03,OK,9.98,OK
2025-03-04 13:00:00,null,OS,3.78,OK,303.57,OK,10.84,OK,868.4,OR,3.25,BDL,-0.93,BDL
2025-03-04 14:00:00,null,OS,3.42,OK,-26.82,OR,0.6,OK,854.69,OR,12.82,OK,11.61,OK
2025-03-04 15:00:00,null,OS,3.52,OK,-26.94,OR,0.62,OK,883.24,OR,-22.42,OR,-0.98,BDL
2025-03-04 16:00:00,null,OS,3.98,OK,-26.51,OR,0.6,OK,881.76,OR,32.7,OK,14.52,OK
2025-03-04 17:00:00,null,OS,3.07,OK,-27.54,OR,0.53,OK,831.7,OR,35.76,OK,12.04,OK
2025-03-04 18:00:00,null,OS,3.4,OK,-27.42,OR,0.56,OK,829.93,OR,33.5,OK,40.81,OK
2025-03-04 19:00:00,null,OS,3.2,OK,-25.95,OR,0.38,BDL,861.44,OR,36.95,OK,64.24,OK
2025-03-04 20:00:00,null,OS,3.09,OK,-7.88,OR,2.92,OK,1086.0,OR,48.47,OK,68.74,OK
2025-03-04 21:00:00,null,OS,2.88,OK,-12.43,OR,0.55,OK,930.79,OR,33.53,OK,34.59,OK
2025-03-04 22:00:00,null,OS,4.2,OK,-13.8,OR,0.82,OK,973.44,OR,45.67,OK,29.24,OK
2025-03-04 23:00:00,null,OS,3.6,OK,2.17,OK,1.61,OK,1118.28,OR,48.59,OK,34.74,OK
2025-03-05 00:00:00,null,OS,7.7,OK,15.43,OK,5.94,OK,1183.84,OR,60.84,OK,54.74,OK
2025-03-05 01:00:00,null,OS,6.71,OK,12.01,OK,2.93,OK,1166.47,OR,59.55,OK,42.8,OK
2025-03-05 02:00:00,null,OS,4.83,OK,-0.06,BDL,1.72,OK,1028.03,OR,51.42,OK,34.24,OK
2025-03-05 03:00:00,null,OS,3.97,OK,-15.91,OR,0.39,BDL,995.48,OR,36.41,OK,25.35,OK
2025-03-05 04:00:00,null,OS,5.2,OK,-5.06,OR,3.97,OK,1004.92,OR,36.77,OK,22.16,OK
2025-03-05 05:00:00,null,OS,5.19,OK,-13.08,OR,0.53,OK,919.94,OR,25.45,OK,24.79,OK
2025-03-05 06:00:00,null,OS,5.3,OK,1.08,OK,7.25,OK,1010.83,OR,43.66,OK,31.73,OK
2025-03-05 07:00:00,null,OS,4.78,OK,12.06,OK,45.1,OK,1280.55,OR,58.34,OK,34.79,OK
2025-03-05 08:00:00,null,OS,4.57,OK,13.47,OK,75.27,OK,1499.54,OR,82.96,OK,48.9,OK
2025-03-05 09:00:00,null,OS,3.9,OK,6.79,OK,40.95,OK,1333.78,OR,69.06,OK,21.39,OK
2025-03-05 10:00:00,null,OS,3.57,OK,-10.55,OR,10.63,OK,1028.74,OR,66.63,OK,23.55,OK
2025-03-05 11:00:00,null,OS,3.23,OK,-21.92,OR,1.97,OK,901.35,OR,45.73,OK,9.66,OK
2025-03-05 12:00:00,null,OS,2.63,OK,51.28,OK,44.62,OK,893.9,OR,36.38,OK,14.17,OK
2025-03-05 13:00:00,null,OS,2.7,OK,-23.64,OR,0.72,OK,875.72,OR,41.85,OK,12.58,OK
2025-03-05 14:00:00,null,OS,2.48,OK,-26.24,OR,0.41,OK,840.28,OR,27.48,OK,0.79,BDL
2025-03-05 15:00:00,null,OS,2.71,OK,-25.6,OR,0.45,OK,853.38,OR,12.13,OK,-9.73,OR
2025-03-05 16:00:00,null,OS,2.83,OK,-26.51,OR,0.39,BDL,835.51,OR,25.7,OK,4.2,OK
2025-03-05 17:00:00,null,OS,2.59,OK,-27.98,OR,0.42,OK,788.99,OR,27.39,OK,9.5,OK
2025-03-05 18:00:00,null,OS,2.27,OK,-27.95,OR,0.41,OK,770.9,OR,27.26,OK,20.27,OK
2025-03-05 19:00:00,null,OS,2.73,OK,-23.42,OR,0.36,BDL,867.25,OR,26.23,OK,63.36,OK
2025-03-05 20:00:00,null,OS,2.24,OK,-24.42,OR,0.54,OK,868.75,OR,105.13,OK,98.15,OK
2025-03-05 21:00:00,null,OS,2.4,OK,-25.65,OR,0.36,BDL,862.14,OR,94.78,OK,60.34,OK
2025-03-05 22:00:00,null,OS,2.35,OK,-26.56,OR,0.29,BDL,845.45,OR,83.32,OK,61.84,OK
2025-03-05 23:00:00,null,OS,2.2,OK,-26.73,OR,0.3,BDL,839.49,OR,87.7,OK,38.82,OK
2025-03-06 00:00:00,null,OS,2.22,OK,-27.56,OR,0.32,BDL,822.71,OR,80.52,OK,40.5,OK
2025-03-06 01:00:00,null,OS,2.13,OK,-27.01,OR,0.29,BDL,818.59,OR,74.61,OK,41.07,OK
2025-03-06 02:00:00,null,OS,2.08,OK,-27.3,OR,0.31,BDL,804.99,OR,70.0,OK,24.22,OK
2025-03-06 03:00:00,null,OS,2.0,OK,-21.75,OR,0.36,BDL,821.67,OR,73.31,OK,29.02,OK
2025-03-06 04:00:00,null,OS,1.99,OK,-18.72,OR,0.36,BDL,826.63,OR,73.92,OK,27.04,OK
2025-03-06 05:00:00,null,OS,1.94,OK,-14.04,OR,0.46,OK,833.83,OR,74.71,OK,27.27,OK
2025-03-06 06:00:00,null,OS,2.16,OK,7.3,OK,5.44,OK,907.02,OR,83.53,OK,33.7,OK
2025-03-06 07:00:00,null,OS,2.29,OK,9.41,OK,14.45,OK,986.24,OR,86.24,OK,38.7,OK
2025-03-06 08:00:00,null,OS,2.47,OK,9.89,OK,27.92,OK,1188.35,OR,84.76,OK,35.63,OK
2025-03-06 09:00:00,null,OS,2.89,OK,5.07,OK,27.39,OK,1172.32,OR,86.94,OK,12.52,OK
2025-03-06 10:00:00,null,OS,3.28,OK,-6.23,OR,12.09,OK,1011.13,OR,90.27,OK,26.79,OK
2025-03-06 11:00:00,null,OS,2.67,OK,32.22,OK,45.02,OK,893.4,OR,72.07,OK,15.78,OK
2025-03-06 12:00:00,null,OS,2.97,OK,-21.41,OR,1.84,OK,876.15,OR,57.36,OK,11.16,OK
2025-03-06 13:00:00,null,OS,3.08,OK,-27.32,OR,0.52,OK,802.38,OR,35.39,OK,6.98,OK
2025-03-06 14:00:00,null,OS,3.23,OK,-26.9,OR,0.54,OK,816.28,OR,28.44,OK,15.37,OK
2025-03-06 15:00:00,null,OS,3.16,OK,-27.3,OR,0.48,OK,812.53,OR,23.22,OK,5.93,OK
2025-03-06 16:00:00,null,OS,3.1,OK,-27.34,OR,0.45,OK,816.1,OR,27.12,OK,6.0,OK
2025-03-06 17:00:00,null,OS,3.11,OK,-26.92,OR,0.45,OK,831.99,OR,35.26,OK,22.08,OK
2025-03-06 18:00:00,null,OS,3.06,OK,-26.48,OR,0.44,OK,838.07,OR,43.26,OK,31.14,OK
2025-03-06 19:00:00,null,OS,3.62,OK,-24.81,OR,0.34,BDL,853.35,OR,58.26,OK,61.08,OK
2025-03-06 20:00:00,null,OS,3.73,OK,-23.0,OR,0.29,BDL,866.13,OR,52.15,OK,50.79,OK
2025-03-06 21:00:00,null,OS,3.63,OK,-23.12,OR,0.33,BDL,856.83,OR,40.33,OK,45.9,OK
2025-03-06 22:00:00,null,OS,2.63,OK,-23.58,OR,0.37,BDL,844.81,OR,39.59,OK,35.49,OK
2025-03-06 23:00:00,null,OS,2.3,OK,-23.78,OR,0.31,BDL,819.55,OR,50.04,OK,30.4,OK
2025-03-07 00:00:00,null,OS,2.44,OK,-24.04,OR,0.34,BDL,814.98,OR,25.72,OK,25.45,OK
2025-03-07 01:00:00,null,OS,2.88,OK,-24.83,OR,0.33,BDL,805.45,OR,21.29,OK,14.99,OK
2025-03-07 02:00:00,null,OS,6.37,OK,-26.04,OR,0.31,BDL,833.91,OR,22.79,OK,16.04,OK
2025-03-07 03:00:00,null,OS,6.07,OK,-23.02,OR,0.38,BDL,843.93,OR,21.8,OK,16.2,OK
2025-03-07 04:00:00,null,OS,7.06,OK,-19.33,OR,0.45,OK,873.65,OR,21.83,OK,21.15,OK
2025-03-07 05:00:00,null,OS,9.29,OK,-19.53,OR,0.38,BDL,915.15,OR,29.17,OK,19.63,OK
2025-03-07 06:00:00,null,OS,10.57,OK,-10.69,OR,0.53,OK,958.41,OR,26.67,OK,16.44,OK
2025-03-07 07:00:00,null,OS,7.68,OK,2.39,OK,8.67,OK,1020.8,OR,33.29,OK,24.86,OK
2025-03-07 08:00:00,null,OS,5.82,OK,2.66,OK,25.51,OK,1233.11,OR,35.94,OK,18.34,OK
2025-03-07 09:00:00,null,OS,5.52,OK,-9.86,OR,10.05,OK,1002.89,OR,32.12,OK,0.0,BDL
2025-03-07 10:00:00,null,OS,3.05,OK,32.98,OK,41.53,OK,841.31,OR,22.99,OK,2.23,BDL
2025-03-07 11:00:00,null,OS,2.92,OK,-23.35,OR,1.72,OK,817.2,OR,35.52,OK,13.61,OK
2025-03-07 12:00:00,null,OS,2.62,OK,-28.1,OR,0.56,OK,749.22,OR,18.4,OK,-2.82,BDL
2025-03-07 13:00:00,null,OS,2.68,OK,-27.79,OR,0.58,OK,759.88,OR,16.84,OK,10.81,OK
2025-03-07 14:00:00,null,OS,2.51,OK,-27.49,OR,0.57,OK,771.29,OR,23.53,OK,12.04,OK
2025-03-07 15:00:00,null,OS,2.52,OK,-27.36,OR,0.77,OK,766.17,OR,16.32,OK,5.23,OK
2025-03-07 16:00:00,null,OS,2.43,OK,-27.52,OR,0.58,OK,775.0,OR,15.02,OK,8.27,OK
2025-03-07 17:00:00,null,OS,2.41,OK,-27.78,OR,0.53,OK,761.59,OR,15.08,OK,11.35,OK
2025-03-07 18:00:00,null,OS,2.61,OK,-27.72,OR,0.45,OK,764.71,OR,30.78,OK,27.85,OK
2025-03-07 19:00:00,null,OS,2.59,OK,-25.9,OR,0.36,BDL,782.24,OR,31.27,OK,31.54,OK
2025-03-07 20:00:00,null,OS,2.42,OK,-23.15,OR,0.31,BDL,792.86,OR,41.6,OK,46.79,OK
2025-03-07 21:00:00,null,OS,2.39,OK,-17.36,OR,0.49,OK,833.88,OR,33.91,OK,34.45,OK
2025-03-07 22:00:00,null,OS,2.37,OK,-16.64,OR,0.39,BDL,851.29,OR,28.39,OK,31.95,OK
2025-03-07 23:00:00,null,OS,2.91,OK,-20.88,OR,0.36,BDL,813.27,OR,36.05,OK,27.07,OK
2025-03-08 00:00:00,null,OS,2.46,OK,-15.44,OR,0.51,OK,847.7,OR,31.55,OK,25.25,OK
2025-03-08 01:00:00,null,OS,2.52,OK,-13.17,OR,0.39,BDL,841.79,OR,24.18,OK,23.57,OK
2025-03-08 02:00:00,null,OS,2.55,OK,-20.29,OR,0.34,BDL,799.97,OR,35.53,OK,21.45,OK
2025-03-08 03:00:00,null,OS,2.6,OK,-25.23,OR,0.33,BDL,750.18,OR,17.39,OK,20.46,OK
2025-03-08 04:00:00,null,OS,3.71,OK,-25.67,OR,0.31,BDL,767.67,OR,21.37,OK,16.5,OK
2025-03-08 05:00:00,null,OS,5.01,OK,-22.37,OR,0.35,BDL,798.57,OR,32.55,OK,23.22,OK
2025-03-08 06:00:00,null,OS,4.95,OK,-15.22,OR,0.5,OK,858.36,OR,34.94,OK,19.86,OK
2025-03-08 07:00:00,null,OS,3.68,OK,5.7,OK,8.27,OK,960.71,OR,40.91,OK,29.97,OK
2025-03-08 08:00:00,null,OS,4.53,OK,7.27,OK,20.68,OK,1108.56,OR,55.15,OK,33.62,OK
2025-03-08 09:00:00,null,OS,5.24,OK,31.95,OK,44.2,OK,901.63,OR,45.37,OK,19.57,OK
2025-03-08 10:00:00,null,OS,6.8,OK,-18.98,OR,4.01,OK,912.63,OR,42.77,OK,8.59,OK
2025-03-08 11:00:00,null,OS,4.37,OK,-26.85,OR,0.8,OK,781.3,OR,35.65,OK,11.0,OK
2025-03-08 12:00:00,null,OS,4.03,OK,-27.03,OR,0.63,OK,779.39,OR,27.92,OK,9.9,OK
2025-03-08 13:00:00,null,OS,4.11,OK,-27.2,OR,0.59,OK,768.75,OR,22.19,OK,7.32,OK
2025-03-08 14:00:00,null,OS,2.86,OK,-27.95,OR,0.51,OK,754.0,OR,15.14,OK,9.33,OK
2025-03-08 15:00:00,null,OS,2.41,OK,-28.06,OR,0.57,OK,744.02,OR,9.46,OK,8.59,OK
2025-03-08 16:00:00,null,OS,2.52,OK,-28.1,OR,0.5,OK,740.41,OR,27.42,OK,4.82,OK
2025-03-08 17:00:00,null,OS,3.49,OK,-27.21,OR,0.59,OK,777.63,OR,25.16,OK,14.15,OK
2025-03-08 18:00:00,null,OS,3.59,OK,-27.98,OR,0.47,OK,759.64,OR,35.23,OK,32.23,OK
2025-03-08 19:00:00,null,OS,1.78,OK,-28.32,OR,0.32,BDL,714.78,OR,22.58,OK,30.88,OK
2025-03-08 20:00:00,null,OS,1.77,OK,-25.84,OR,0.34,BDL,749.94,OR,30.76,OK,39.52,OK
2025-03-08 21:00:00,null,OS,1.81,OK,-24.24,OR,0.34,BDL,791.32,OR,33.0,OK,28.18,OK
2025-03-08 22:00:00,null,OS,1.83,OK,-22.72,OR,0.31,BDL,787.95,OR,30.06,OK,36.96,OK
2025-03-08 23:00:00,null,OS,1.86,OK,-13.09,OR,0.86,OK,866.46,OR,36.66,OK,15.75,OK
2025-03-09 00:00:00,null,OS,2.25,OK,-17.32,OR,0.39,BDL,830.89,OR,28.17,OK,-32.68,OR
2025-03-09 01:00:00,null,OS,2.53,OK,-16.44,OR,0.8,OK,850.56,OR,35.78,OK,67.78,OK
2025-03-09 02:00:00,null,OS,3.47,OK,-20.25,OR,0.35,BDL,823.1,OR,26.57,OK,31.82,OK
2025-03-09 03:00:00,null,OS,5.63,OK,-17.71,OR,0.38,BDL,880.36,OR,36.86,OK,22.09,OK
2025-03-09 04:00:00,null,OS,6.11,OK,-21.11,OR,0.38,BDL,861.75,OR,35.13,OK,28.34,OK
2025-03-09 05:00:00,null,OS,6.5,OK,-21.63,OR,0.36,BDL,872.9,OR,43.51,OK,22.16,OK
2025-03-09 06:00:00,null,OS,6.22,OK,-21.62,OR,0.41,OK,864.1,OR,34.09,OK,20.05,OK
2025-03-09 07:00:00,null,OS,4.94,OK,-5.39,OR,14.72,OK,1019.48,OR,40.57,OK,32.04,OK
2025-03-09 08:00:00,null,OS,3.35,OK,33.27,OK,60.89,OK,1010.79,OR,54.97,OK,24.97,OK
2025-03-09 09:00:00,null,OS,5.63,OK,-6.17,OR,16.18,OK,1023.72,OR,38.84,OK,14.44,OK
2025-03-09 10:00:00,null,OS,5.06,OK,-20.51,OR,3.25,OK,834.65,OR,5.05,OK,1.82,BDL
2025-03-09 11:00:00,null,OS,3.62,OK,-25.06,OR,1.21,OK,783.06,OR,15.81,OK,-4.55,OR
2025-03-09 12:00:00,null,OS,4.1,OK,-26.8,OR,0.7,OK,760.63,OR,22.51,OK,6.4,OK
2025-03-09 13:00:00,null,OS,2.66,OK,-28.62,OR,0.49,OK,702.33,OR,2.75,BDL,3.39,BDL
2025-03-09 14:00:00,null,OS,1.81,OK,-28.99,OR,0.44,OK,682.15,OR,-3.55,BDL,-0.25,BDL
2025-03-09 15:00:00,null,OS,1.6,OK,-29.48,OR,0.44,OK,668.58,OR,6.61,OK,-1.71,BDL
2025-03-09 16:00:00,null,OS,1.9,OK,-29.27,OR,0.44,OK,676.86,OR,2.72,BDL,-8.3,OR
2025-03-09 17:00:00,null,OS,3.09,OK,-28.89,OR,0.44,OK,697.73,OR,7.88,OK,-40.2,OR
2025-03-09 18:00:00,null,OS,2.37,OK,-28.91,OR,0.51,OK,689.66,OR,29.65,OK,35.13,OK
2025-03-09 19:00:00,null,OS,1.75,OK,-28.75,OR,0.41,OK,679.04,OR,24.58,OK,44.43,OK
2025-03-09 20:00:00,null,OS,1.76,OK,-27.2,OR,0.35,BDL,708.55,OR,28.46,OK,59.54,OK
2025-03-09 21:00:00,null,OS,1.53,OK,-23.53,OR,0.39,BDL,732.02,OR,29.23,OK,28.24,OK
2025-03-09 22:00:00,null,OS,1.8,OK,-11.31,OR,0.86,OK,831.67,OR,32.91,OK,26.75,OK
2025-03-09 23:00:00,null,OS,2.27,OK,-21.01,OR,0.49,OK,792.58,OR,55.94,OK,35.43,OK
2025-03-10 00:00:00,null,OS,2.58,OK,-20.51,OR,0.47,OK,785.39,OR,56.89,OK,-1.68,BDL
2025-03-10 01:00:00,null,OS,2.37,OK,-24.35,OR,0.38,BDL,744.43,OR,42.69,OK,26.92,OK
2025-03-10 02:00:00,null,OS,2.23,OK,-23.76,OR,0.37,BDL,745.0,OR,30.2,OK,16.19,OK
2025-03-10 03:00:00,null,OS,2.2,OK,-25.55,OR,0.37,BDL,711.21,OR,28.08,OK,16.46,OK
2025-03-10 04:00:00,null,OS,2.04,OK,-28.1,OR,0.37,BDL,696.4,OR,38.71,OK,12.78,OK
2025-03-10 05:00:00,null,OS,2.02,OK,-26.42,OR,0.36,BDL,693.84,OR,25.23,OK,17.8,OK
2025-03-10 06:00:00,null,OS,1.89,OK,-22.2,OR,0.52,OK,705.83,OR,33.16,OK,16.2,OK
2025-03-10 07:00:00,null,OS,1.89,OK,19.78,OK,31.64,OK,667.45,OR,38.54,OK,15.94,OK
2025-03-10 08:00:00,null,OS,1.88,OK,-21.21,OR,1.41,OK,739.61,OR,40.54,OK,11.19,OK
2025-03-10 09:00:00,null,OS,2.09,OK,-22.3,OR,2.74,OK,756.59,OR,110.25,OK,6.85,OK
2025-03-10 10:00:00,null,OS,2.41,OK,-22.19,OR,2.8,OK,772.96,OR,47.3,OK,5.38,OK
2025-03-10 11:00:00,null,OS,2.69,OK,-22.99,OR,2.11,OK,760.92,OR,56.33,OK,15.21,OK
