Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Juriquilla (jqro), Queretaro
Lat 20.703 N, Lon 100.4473 W, Alt 1945 masl
Time UTC-6h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2025-02-10 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,55.02,OK,19.0,OK
2025-02-11 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,59.77,OK,34.97,OK
2025-02-11 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,48.26,OK,482.81,OK
2025-02-11 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,34.81,OK,48.63,OK
2025-02-11 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,41.15,OK,-104.4,OR
2025-02-11 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,37.14,OK,-360.39,OR
2025-02-11 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,31.36,OK,31.3,OK
2025-02-11 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,46.98,OK,31.56,OK
2025-02-11 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,45.12,OK,44.73,OK
2025-02-11 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,49.98,OK,37.99,OK
2025-02-11 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,49.73,OK,19.91,OK
2025-02-11 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,38.36,OK,29.18,OK
2025-02-11 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,63.15,OK,32.14,OK
2025-02-11 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,30.34,OK,9.32,OK
2025-02-11 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,23.41,OK,0.92,BDL
2025-02-11 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.33,OK,-0.02,BDL
2025-02-11 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,18.02,OK,-3.9,BDL
2025-02-11 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.35,OK,3.5,BDL
2025-02-11 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,32.25,OK,7.09,OK
2025-02-11 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,37.66,OK,34.41,OK
2025-02-11 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,49.46,OK,48.25,OK
2025-02-11 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,43.1,OK,39.22,OK
2025-02-11 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,40.69,OK,31.45,OK
2025-02-11 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,36.65,OK,42.0,OK
2025-02-11 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.9,OK,25.38,OK
2025-02-12 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,29.91,OK,31.7,OK
2025-02-12 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.65,OK,12.85,OK
2025-02-12 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,33.26,OK,19.76,OK
2025-02-12 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,29.1,OK,44.78,OK
2025-02-12 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.78,OK,-5.3,OR
2025-02-12 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.33,OK,25.28,OK
2025-02-12 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,33.52,OK,22.0,OK
2025-02-12 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,33.75,OK,20.55,OK
2025-02-12 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,34.51,OK,32.8,OK
2025-02-12 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,32.49,OK,8.58,OK
2025-02-12 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,26.98,OK,14.38,OK
2025-02-12 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.91,OK,15.55,OK
2025-02-12 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.72,OK,6.38,OK
2025-02-12 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,9.45,OK,-3.01,BDL
2025-02-12 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,15.74,OK,-2.77,BDL
2025-02-12 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,6.91,OK,-9.8,OR
2025-02-12 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,16.71,OK,1.26,BDL
2025-02-12 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.35,OK,4.21,OK
2025-02-12 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,16.87,OK,10.77,OK
2025-02-12 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,23.14,OK,22.75,OK
2025-02-12 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,36.61,OK,33.41,OK
2025-02-12 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,40.21,OK,31.28,OK
2025-02-12 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,38.29,OK,27.85,OK
2025-02-12 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,43.35,OK,26.47,OK
2025-02-13 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,61.23,OK,29.7,OK
2025-02-13 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,47.08,OK,46.98,OK
2025-02-13 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,61.56,OK,210.71,OK
2025-02-13 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,39.8,OK,32.28,OK
2025-02-13 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.3,OK,24.78,OK
2025-02-13 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,23.93,OK,9.64,OK
2025-02-13 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.8,OK,28.58,OK
2025-02-13 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,43.67,OK,5.27,OK
2025-02-13 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,40.56,OK,15.89,OK
2025-02-13 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,49.39,OK,8.76,OK
2025-02-13 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,50.8,OK,55.83,OK
2025-02-13 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,70.06,OK,26.99,OK
2025-02-13 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,32.96,OK,-42.61,OR
2025-02-13 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,29.67,OK,56.47,OK
2025-02-13 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,15.06,OK,29.11,OK
2025-02-13 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.69,OK,315.43,OK
2025-02-13 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,8.93,OK,24.55,OK
2025-02-13 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.34,OK,12.06,OK
2025-02-13 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,17.54,OK,16.93,OK
2025-02-13 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,31.81,OK,30.64,OK
2025-02-13 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,69.66,OK,55.62,OK
2025-02-13 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,57.63,OK,42.09,OK
2025-02-13 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,56.77,OK,40.55,OK
2025-02-13 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,43.55,OK,32.21,OK
2025-02-14 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,35.34,OK,43.59,OK
2025-02-14 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,9.0,OK,20.74,OK
2025-02-14 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,27.99,OK,20.24,OK
2025-02-14 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,8.68,OK,9.97,OK
2025-02-14 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,6.57,OK,2.91,BDL
2025-02-14 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,17.11,OK,10.1,OK
2025-02-14 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,12.53,OK,13.82,OK
2025-02-14 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,12.92,OK,14.98,OK
2025-02-14 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,11.37,OK,18.55,OK
2025-02-14 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,11.98,OK,8.86,OK
2025-02-14 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.27,OK,5.91,OK
2025-02-14 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,13.13,OK,2.79,BDL
2025-02-14 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.75,OK,10.03,OK
2025-02-14 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.82,OK,11.8,OK
2025-02-14 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,26.04,OK,19.51,OK
2025-02-14 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,15.52,OK,0.8,BDL
2025-02-14 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,18.9,OK,-1.26,BDL
2025-02-14 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,27.48,OK,17.49,OK
2025-02-14 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,9.86,OK,20.8,OK
2025-02-14 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,34.4,OK,29.9,OK
2025-02-14 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,49.28,OK,42.6,OK
2025-02-14 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,32.02,OK,29.21,OK
2025-02-14 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,35.02,OK,24.6,OK
2025-02-14 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.01,OK,20.01,OK
2025-02-15 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.7,OK,27.48,OK
2025-02-15 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.79,OK,23.04,OK
2025-02-15 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,33.42,OK,17.36,OK
2025-02-15 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.37,OK,19.0,OK
2025-02-15 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,23.72,OK,10.7,OK
2025-02-15 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,26.57,OK,14.71,OK
2025-02-15 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,24.62,OK,23.61,OK
2025-02-15 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.51,OK,19.55,OK
2025-02-15 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,31.72,OK,20.07,OK
2025-02-15 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,36.42,OK,18.21,OK
2025-02-15 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,51.12,OK,23.95,OK
2025-02-15 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,34.78,OK,22.33,OK
2025-02-15 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,29.39,OK,16.83,OK
2025-02-15 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,6.97,OK,12.54,OK
2025-02-15 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,2.23,BDL,-0.23,BDL
2025-02-15 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,3.42,BDL,-7.23,OR
2025-02-15 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.6,OK,2.15,BDL
2025-02-15 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.4,OK,4.09,OK
2025-02-15 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,36.96,OK,20.32,OK
2025-02-15 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,26.48,OK,32.13,OK
2025-02-15 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,35.11,OK,31.32,OK
2025-02-15 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,30.7,OK,30.03,OK
2025-02-15 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,33.21,OK,18.0,OK
2025-02-15 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,26.76,OK,13.44,OK
2025-02-16 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,50.42,OK,28.33,OK
2025-02-16 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,48.21,OK,22.56,OK
2025-02-16 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,46.05,OK,22.83,OK
2025-02-16 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,30.17,OK,27.44,OK
2025-02-16 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,42.6,OK,22.45,OK
2025-02-16 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,32.54,OK,19.14,OK
2025-02-16 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,37.57,OK,23.13,OK
2025-02-16 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,37.65,OK,26.76,OK
2025-02-16 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,35.9,OK,26.98,OK
2025-02-16 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,40.07,OK,19.59,OK
2025-02-16 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.14,OK,18.22,OK
2025-02-16 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,36.11,OK,19.93,OK
2025-02-16 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.03,OK,17.76,OK
2025-02-16 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,24.16,OK,9.7,OK
2025-02-16 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.56,OK,1.51,BDL
2025-02-16 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,12.02,OK,-0.93,BDL
2025-02-16 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,38.76,OK,-2.95,BDL
2025-02-16 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,58.55,OK,25.14,OK
2025-02-16 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,43.42,OK,23.5,OK
2025-02-16 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,72.06,OK,49.51,OK
2025-02-16 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,132.14,OK,44.03,OK
2025-02-16 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,110.79,OK,29.74,OK
2025-02-16 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,60.8,OK,20.31,OK
2025-02-16 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,39.26,OK,15.86,OK
2025-02-17 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,40.14,OK,15.36,OK
2025-02-17 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,40.78,OK,8.13,OK
2025-02-17 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.22,OK,7.98,OK
2025-02-17 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.72,OK,10.11,OK
2025-02-17 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,18.02,OK,4.0,OK
2025-02-17 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.0,OK,7.76,OK
2025-02-17 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.38,OK,8.27,OK
2025-02-17 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,15.28,OK,10.71,OK
2025-02-17 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,16.56,OK,11.89,OK
2025-02-17 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,5.33,OK,1.1,BDL
2025-02-17 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-0.82,BDL,-1.54,BDL
2025-02-17 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-7.1,OR,3.87,BDL
2025-02-17 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-58.46,OR,14.46,OK
2025-02-17 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.84,OK,13.28,OK
2025-02-17 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,1.33,BDL,2.64,BDL
2025-02-17 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,8.94,OK,3.61,BDL
2025-02-17 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.82,OK,-1.3,BDL
2025-02-17 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.8,OK,25.54,OK
2025-02-17 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,74.55,OK,38.86,OK
2025-02-17 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,102.14,OK,34.93,OK
2025-02-17 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,78.64,OK,37.68,OK
2025-02-17 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,77.53,OK,44.43,OK
2025-02-17 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,64.28,OK,48.16,OK
2025-02-17 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,58.63,OK,29.93,OK
2025-02-18 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,46.62,OK,27.42,OK
2025-02-18 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,57.65,OK,35.95,OK
2025-02-18 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,45.7,OK,27.1,OK
2025-02-18 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.96,OK,18.69,OK
2025-02-18 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,34.93,OK,15.69,OK
2025-02-18 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.84,OK,16.56,OK
2025-02-18 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,29.04,OK,14.23,OK
2025-02-18 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,27.4,OK,18.65,OK
2025-02-18 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.76,OK,23.36,OK
2025-02-18 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,27.74,OK,21.55,OK
2025-02-18 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,42.6,OK,30.36,OK
2025-02-18 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,26.98,OK,29.61,OK
2025-02-18 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-45.57,OR,5.93,OK
2025-02-18 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,6.25,OK,13.3,OK
2025-02-18 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,43.51,OK,0.51,BDL
2025-02-18 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,63.16,OK,11.75,OK
2025-02-18 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,40.2,OK,15.16,OK
2025-02-18 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,45.98,OK,29.46,OK
2025-02-18 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,55.56,OK,33.62,OK
2025-02-18 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,59.7,OK,45.38,OK
2025-02-18 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,59.74,OK,44.17,OK
2025-02-18 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,86.26,OK,39.55,OK
2025-02-18 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,46.99,OK,20.51,OK
2025-02-18 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,24.2,OK,24.35,OK
2025-02-19 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,14.84,OK,22.07,OK
2025-02-19 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.59,OK,13.05,OK
2025-02-19 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.6,OK,14.67,OK
2025-02-19 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,17.24,OK,14.47,OK
2025-02-19 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,18.34,OK,10.31,OK
2025-02-19 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.18,OK,16.78,OK
2025-02-19 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.1,OK,17.38,OK
2025-02-19 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.25,OK,20.38,OK
2025-02-19 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,31.29,OK,27.13,OK
2025-02-19 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,55.87,OK,25.64,OK
2025-02-19 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,30.27,OK,21.72,OK
2025-02-19 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,24.07,OK,311.87,OK
2025-02-19 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,35.98,OK,30.31,OK
2025-02-19 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,15.66,OK,-0.85,BDL
2025-02-19 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,6.69,OK,1.79,BDL
2025-02-19 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-0.01,BDL,-5.12,OR
2025-02-19 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-1.64,BDL,-6.59,OR
2025-02-19 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,15.09,OK,2.01,BDL
2025-02-19 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,34.76,OK,28.88,OK
2025-02-19 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,6.55,OK,25.18,OK
2025-02-19 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,67.51,OK,20.95,OK
2025-02-19 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,51.94,OK,20.14,OK
2025-02-19 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,26.7,OK,19.7,OK
2025-02-19 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.33,OK,15.97,OK
2025-02-20 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.32,OK,8.24,OK
2025-02-20 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,18.48,OK,17.17,OK
2025-02-20 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.03,OK,11.62,OK
2025-02-20 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.83,OK,18.22,OK
2025-02-20 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,24.91,OK,18.54,OK
2025-02-20 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,11.3,OK,16.58,OK
2025-02-20 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,15.97,OK,15.69,OK
2025-02-20 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,43.65,OK,28.32,OK
2025-02-20 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,38.67,OK,20.04,OK
2025-02-20 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,32.2,OK,22.32,OK
2025-02-20 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,6.23,OK,3.88,BDL
2025-02-20 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-1.93,BDL,19.09,OK
2025-02-20 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-34.39,OR,19.41,OK
2025-02-20 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,40.52,OK,8.11,OK
2025-02-20 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,41.63,OK,7.38,OK
2025-02-20 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,11.05,OK,-9.42,OR
2025-02-20 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.67,OK,0.49,BDL
2025-02-20 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,14.33,OK,12.58,OK
2025-02-20 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,29.56,OK,25.85,OK
2025-02-20 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,41.43,OK,32.59,OK
2025-02-20 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,35.47,OK,30.08,OK
2025-02-20 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,67.87,OK,40.75,OK
2025-02-20 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,105.82,OK,31.45,OK
2025-02-20 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,41.99,OK,2.97,BDL
2025-02-21 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.97,OK,24.81,OK
2025-02-21 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,13.31,OK,12.22,OK
2025-02-21 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.68,OK,15.4,OK
2025-02-21 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,23.1,OK,10.69,OK
2025-02-21 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,10.91,OK,12.06,OK
2025-02-21 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,18.73,OK,8.75,OK
2025-02-21 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,16.2,OK,12.92,OK
2025-02-21 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,18.29,OK,21.16,OK
2025-02-21 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,29.37,OK,17.84,OK
2025-02-21 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,34.42,OK,19.12,OK
2025-02-21 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,3.82,BDL,14.43,OK
2025-02-21 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.37,OK,-0.95,BDL
2025-02-21 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-0.11,BDL,12.89,OK
2025-02-21 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,17.27,OK,6.66,OK
2025-02-21 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-12.58,OR,8.76,OK
2025-02-21 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,15.05,OK,9.43,OK
2025-02-21 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,5.08,OK,-19.13,OR
2025-02-21 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,37.36,OK,32.38,OK
2025-02-21 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,50.69,OK,33.96,OK
2025-02-21 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,61.48,OK,34.65,OK
2025-02-21 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,27.44,OK,29.48,OK
