Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Juriquilla (jqro), Queretaro
Lat 20.703 N, Lon 100.4473 W, Alt 1945 masl
Time UTC-6h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
2025-01-03 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,32.7,OK,8.1,OK
2025-01-03 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.85,OK,-8.41,OR
2025-01-03 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,37.05,OK,0.65,BDL
2025-01-03 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,1.37,BDL,-1.11,BDL
2025-01-03 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,2.06,BDL,5.26,OK
2025-01-03 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.18,OK,-4.69,OR
2025-01-03 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,13.72,OK,7.71,OK
2025-01-03 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,27.27,OK,14.5,OK
2025-01-03 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.15,OK,28.39,OK
2025-01-03 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,31.36,OK,38.65,OK
2025-01-03 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,26.46,OK,39.16,OK
2025-01-03 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,13.95,OK,18.12,OK
2025-01-03 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.65,OK,14.94,OK
2025-01-03 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,14.07,OK,17.51,OK
2025-01-04 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,11.09,OK,16.13,OK
2025-01-04 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-0.92,BDL,16.49,OK
2025-01-04 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,9.17,OK,19.9,OK
2025-01-04 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,2.32,BDL,4.64,OK
2025-01-04 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,1.13,BDL,11.43,OK
2025-01-04 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,6.14,OK,10.17,OK
2025-01-04 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,3.09,BDL,2.32,BDL
2025-01-04 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,11.12,OK,16.55,OK
2025-01-04 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,11.87,OK,7.18,OK
2025-01-04 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.88,OK,-4.07,OR
2025-01-04 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,6.81,OK,-19.84,OR
2025-01-04 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,6.69,OK,-6.45,OR
2025-01-04 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,18.37,OK,-4.52,OR
2025-01-04 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,16.65,OK,4.32,OK
2025-01-04 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,12.88,OK,1.23,BDL
2025-01-04 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.05,OK,1.84,BDL
2025-01-04 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,10.76,OK,10.62,OK
2025-01-04 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.07,OK,15.62,OK
2025-01-04 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.98,OK,28.3,OK
2025-01-04 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.11,OK,42.82,OK
2025-01-04 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,39.03,OK,42.23,OK
2025-01-04 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,34.53,OK,32.07,OK
2025-01-04 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,47.76,OK,31.48,OK
2025-01-04 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,56.35,OK,30.34,OK
2025-01-05 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,23.87,OK,21.96,OK
2025-01-05 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,29.67,OK,17.43,OK
2025-01-05 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.64,OK,15.08,OK
2025-01-05 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.8,OK,18.1,OK
2025-01-05 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.72,OK,7.04,OK
2025-01-05 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,23.48,OK,12.76,OK
2025-01-05 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,15.57,OK,19.9,OK
2025-01-05 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,17.11,OK,24.91,OK
2025-01-05 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.57,OK,22.69,OK
2025-01-05 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.87,OK,3.18,BDL
2025-01-05 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,11.75,OK,-6.91,OR
2025-01-05 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.21,OK,6.45,OK
2025-01-05 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,16.94,OK,13.31,OK
2025-01-05 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,17.76,OK,9.63,OK
2025-01-05 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,17.12,OK,6.72,OK
2025-01-05 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.03,OK,9.45,OK
2025-01-05 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.13,OK,10.69,OK
2025-01-05 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,31.56,OK,25.91,OK
2025-01-05 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.01,OK,46.43,OK
2025-01-05 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,32.52,OK,36.72,OK
2025-01-05 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,45.41,OK,44.7,OK
2025-01-05 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,43.8,OK,36.9,OK
2025-01-05 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,50.29,OK,35.52,OK
2025-01-05 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.72,OK,14.27,OK
2025-01-06 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.26,OK,17.09,OK
2025-01-06 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,8.54,OK,12.41,OK
2025-01-06 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.49,OK,16.01,OK
2025-01-06 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.1,OK,12.56,OK
2025-01-06 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,10.11,OK,6.74,OK
2025-01-06 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,24.23,OK,23.21,OK
2025-01-06 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.98,OK,17.17,OK
2025-01-06 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.49,OK,16.6,OK
2025-01-06 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,30.29,OK,14.01,OK
2025-01-06 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,43.71,OK,20.68,OK
2025-01-06 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,35.95,OK,14.69,OK
2025-01-06 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.26,OK,5.7,OK
2025-01-06 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,1.87,BDL,-0.35,BDL
2025-01-06 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.94,OK,8.11,OK
2025-01-06 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.04,OK,16.52,OK
2025-01-06 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.66,OK,7.58,OK
2025-01-06 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.54,OK,4.23,OK
2025-01-06 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,33.07,OK,21.27,OK
2025-01-06 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,43.8,OK,38.3,OK
2025-01-06 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,49.6,OK,51.03,OK
2025-01-06 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,54.33,OK,46.87,OK
2025-01-06 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,39.43,OK,35.32,OK
2025-01-06 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,42.93,OK,27.82,OK
2025-01-06 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,29.95,OK,21.17,OK
2025-01-07 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,27.52,OK,21.28,OK
2025-01-07 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.84,OK,29.56,OK
2025-01-07 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.19,OK,25.38,OK
2025-01-07 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,9.59,OK,17.48,OK
2025-01-07 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,16.55,OK,24.41,OK
2025-01-07 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,29.61,OK,30.66,OK
2025-01-07 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,26.21,OK,24.84,OK
2025-01-07 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,33.33,OK,25.8,OK
2025-01-07 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,40.91,OK,35.29,OK
2025-01-07 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,65.54,OK,30.18,OK
2025-01-07 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,62.32,OK,28.07,OK
2025-01-07 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,42.65,OK,17.04,OK
2025-01-07 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,41.33,OK,3.72,BDL
2025-01-07 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,6.65,OK,-7.34,OR
2025-01-07 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-10.05,OR,0.05,BDL
2025-01-07 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,54.72,OK,7.42,OK
2025-01-07 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.77,OK,11.6,OK
2025-01-07 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-0.11,BDL,18.29,OK
2025-01-07 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,24.71,OK,21.23,OK
2025-01-07 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.8,OK,24.51,OK
2025-01-07 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,45.87,OK,17.27,OK
2025-01-07 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,50.48,OK,29.43,OK
2025-01-07 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,41.27,OK,24.86,OK
2025-01-07 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,40.69,OK,26.68,OK
2025-01-08 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.63,OK,28.08,OK
2025-01-08 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,12.57,OK,11.51,OK
2025-01-08 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.27,OK,18.93,OK
2025-01-08 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,13.52,OK,16.91,OK
2025-01-08 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,4.55,OK,8.73,OK
2025-01-08 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,14.55,OK,10.98,OK
2025-01-08 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,14.14,OK,18.01,OK
2025-01-08 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.86,OK,14.51,OK
2025-01-08 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,16.36,OK,10.68,OK
2025-01-08 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,17.48,OK,8.53,OK
2025-01-08 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.46,OK,-8.32,OR
2025-01-08 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,16.64,OK,3.44,BDL
2025-01-08 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,13.62,OK,3.93,BDL
2025-01-08 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,22.66,OK,5.57,OK
2025-01-08 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-0.57,BDL,-6.04,OR
2025-01-08 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-3.48,BDL,-5.89,OR
2025-01-08 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.91,OK,12.29,OK
2025-01-08 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,24.47,OK,32.38,OK
2025-01-08 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,43.08,OK,46.97,OK
2025-01-08 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.5,OK,30.25,OK
2025-01-08 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,26.38,OK,21.48,OK
2025-01-08 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,15.96,OK,20.27,OK
2025-01-08 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,26.61,OK,24.79,OK
2025-01-08 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,43.53,OK,26.11,OK
2025-01-09 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,12.75,OK,22.26,OK
2025-01-09 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,11.83,OK,19.17,OK
2025-01-09 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,14.14,OK,17.82,OK
2025-01-09 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,15.91,OK,14.08,OK
2025-01-09 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,8.52,OK,12.59,OK
2025-01-09 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,15.89,OK,9.35,OK
2025-01-09 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,12.05,OK,18.24,OK
2025-01-09 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.17,OK,14.46,OK
2025-01-09 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,38.34,OK,28.95,OK
2025-01-09 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,52.5,OK,13.39,OK
2025-01-09 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,34.95,OK,-5.6,OR
2025-01-09 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.22,OK,6.15,OK
2025-01-09 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.91,OK,0.15,BDL
2025-01-09 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,36.34,OK,-42.23,OR
2025-01-09 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,32.86,OK,-32.42,OR
2025-01-09 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,12.23,OK,-11.04,OR
2025-01-09 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.8,OK,0.22,BDL
2025-01-09 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,39.89,OK,14.98,OK
2025-01-09 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,31.66,OK,21.9,OK
2025-01-09 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.76,OK,32.65,OK
2025-01-09 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,25.78,OK,28.91,OK
2025-01-09 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.0,OK,29.08,OK
2025-01-09 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,24.99,OK,23.59,OK
2025-01-09 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.56,OK,14.27,OK
2025-01-10 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,12.35,OK,2.57,BDL
2025-01-10 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.53,OK,5.84,OK
2025-01-10 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,3.97,BDL,11.83,OK
2025-01-10 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.24,OK,13.95,OK
2025-01-10 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,11.31,OK,8.5,OK
2025-01-10 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,20.53,OK,21.25,OK
2025-01-10 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,17.41,OK,19.72,OK
2025-01-10 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.24,OK,17.52,OK
2025-01-10 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,18.09,OK,22.58,OK
2025-01-10 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,11.79,OK,5.73,OK
2025-01-10 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,24.36,OK,12.77,OK
2025-01-10 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,36.15,OK,25.22,OK
2025-01-10 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,15.47,OK,6.98,OK
2025-01-10 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,11.33,OK,-6.79,OR
2025-01-10 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,11.08,OK,-9.59,OR
2025-01-10 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,0.13,BDL,-2.77,BDL
2025-01-10 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,21.25,OK,3.35,BDL
2025-01-10 17:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,18.79,OK,14.51,OK
2025-01-10 18:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,28.58,OK,26.43,OK
2025-01-10 19:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,18.81,OK,23.41,OK
2025-01-10 20:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,34.97,OK,29.5,OK
2025-01-10 21:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,19.13,OK,29.94,OK
2025-01-10 22:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,47.1,OK,31.55,OK
2025-01-10 23:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,24.19,OK,14.11,OK
2025-01-11 00:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.29,OK,6.66,OK
2025-01-11 01:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,9.1,OK,14.45,OK
2025-01-11 02:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,8.38,OK,15.13,OK
2025-01-11 03:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-6.88,OR,-3.43,BDL
2025-01-11 04:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,2.55,BDL,-3.92,BDL
2025-01-11 05:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-0.61,BDL,13.03,OK
2025-01-11 06:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,3.01,BDL,-3.57,BDL
2025-01-11 07:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,58.44,OK,10.49,OK
2025-01-11 08:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,118.6,OK,10.13,OK
2025-01-11 09:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,58.79,OK,11.17,OK
2025-01-11 10:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,7.98,OK,-2.31,BDL
2025-01-11 11:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-41.8,OR,6.25,OK
2025-01-11 12:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-12.99,OR,2.19,BDL
2025-01-11 13:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-10.42,OR,-10.74,OR
2025-01-11 14:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-10.33,OR,-11.11,OR
2025-01-11 15:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,2.8,BDL,-6.74,OR
2025-01-11 16:00:00,null,OS,null,OS,null,OS,null,OS,null,OS,-0.25,BDL,-17.08,OR
