,PM10,PM2.5,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,Rain_Tot,Press_Avg,Rad_Avg,PM2.5_5horasdeps,PM10_5horasdeps,Time
1428,40.88,56.36,25.51,22.4,3.263,6.24,273.7,0.0,804.619,-0.389,50.77,59.86,2025-03-26 19:00:00
1429,45.82,74.07,24.01,27.09,1.841,4.47,269.6,0.0,805.084,-0.413,58.12,44.86,2025-03-26 20:00:00
1432,59.86,50.77,17.22,71.99,1.675,4.59,270.9,0.0,807.623,-0.595,52.1,33.65,2025-03-26 23:00:00
1433,44.86,58.12,16.42,74.47,1.3,3.03,10.1,0.0,807.534,-0.607,47.88,30.56,2025-03-27 00:00:00
1434,43.82,57.68,15.62,78.09,1.62,2.92,357.0,0.0,807.219,-0.627,51.51,34.0,2025-03-27 01:00:00
1435,43.19,52.47,15.15,78.72,1.75,3.0,11.7,0.0,806.782,-0.643,51.41,39.43,2025-03-27 02:00:00
1436,33.65,52.1,14.3,83.76,2.079,2.99,10.4,0.0,806.306,-0.676,44.75,39.0,2025-03-27 03:00:00
1437,30.56,47.88,14.0,84.29,2.202,3.85,14.3,0.0,805.829,-0.697,28.8,41.46,2025-03-27 04:00:00
1440,39.0,44.75,12.6,87.73,1.496,2.29,58.7,0.0,806.327,-0.723,-11.96,46.48,2025-03-27 07:00:00
1441,41.46,28.8,13.75,80.95,0.807,2.05,321.5,0.0,806.94,-0.462,-10.55,24.64,2025-03-27 08:00:00
1443,10.32,28.77,25.48,15.29,7.04,13.24,218.8,0.0,802.999,-0.205,29.23,63.37,2025-03-27 18:00:00
1444,104.9,49.91,24.27,18.17,5.898,12.46,207.0,0.0,803.29,-0.402,31.34,42.06,2025-03-27 19:00:00
1445,67.65,51.89,22.76,20.34,5.258,10.48,210.4,0.0,803.977,-0.429,29.89,33.72,2025-03-27 20:00:00
1446,69.98,30.79,21.4,20.88,4.003,7.79,223.3,0.0,804.64,-0.477,32.9,47.1,2025-03-27 21:00:00
1447,63.37,29.23,20.35,21.05,3.949,7.23,241.5,0.0,805.303,-0.511,28.69,36.1,2025-03-27 22:00:00
1448,42.06,31.34,18.92,23.47,2.885,5.83,246.1,0.0,805.762,-0.562,24.37,20.98,2025-03-27 23:00:00
1449,33.72,29.89,17.74,24.83,1.008,2.82,322.0,0.0,805.862,-0.602,25.78,20.24,2025-03-28 00:00:00
1450,47.1,32.9,16.52,26.34,1.242,2.85,296.1,0.0,805.608,-0.625,18.86,26.77,2025-03-28 01:00:00
1451,36.1,28.69,15.29,26.74,1.792,3.15,322.5,0.0,805.252,-0.653,17.44,22.76,2025-03-28 02:00:00
1452,20.98,24.37,14.83,29.57,1.722,3.7,318.1,0.0,805.123,-0.672,14.77,28.29,2025-03-28 03:00:00
1453,20.24,25.78,14.33,31.34,0.896,2.64,337.8,0.0,804.999,-0.695,8.9,19.87,2025-03-28 04:00:00
1454,26.77,18.86,13.66,32.08,1.233,3.03,325.1,0.0,805.056,-0.722,2.81,11.01,2025-03-28 05:00:00
1455,22.76,17.44,13.16,31.46,1.507,2.91,314.4,0.0,805.277,-0.731,11.16,23.62,2025-03-28 06:00:00
1456,28.29,14.77,12.39,31.26,1.704,2.82,312.6,0.0,805.682,-0.712,10.29,11.5,2025-03-28 07:00:00
1457,19.87,8.9,13.27,29.56,1.342,2.47,250.1,0.0,806.179,-0.436,6.8,13.86,2025-03-28 08:00:00
1458,23.62,11.16,17.67,23.08,3.293,7.65,182.0,0.0,807.509,0.274,-41.99,-40.04,2025-03-28 10:00:00
1459,11.5,10.29,19.87,18.82,5.112,9.2,213.6,0.0,807.729,0.527,18.16,-8.26,2025-03-28 11:00:00
1460,13.86,6.8,21.46,15.34,5.212,10.73,219.7,0.0,807.404,0.632,5.56,4.58,2025-03-28 12:00:00
1461,4.58,5.56,25.39,7.52,6.294,12.35,244.6,0.0,803.957,0.465,98.09,52.3,2025-03-28 16:00:00
1462,17.93,28.69,23.87,6.25,4.008,8.85,285.0,0.0,803.35,-0.381,31.84,54.24,2025-03-28 19:00:00
1463,52.3,98.09,21.6,8.39,1.677,5.23,302.7,0.0,803.555,-0.441,32.32,46.67,2025-03-28 20:00:00
1464,113.13,55.38,20.42,9.25,2.088,4.66,261.5,0.0,804.006,-0.501,18.25,44.44,2025-03-28 21:00:00
1465,69.91,16.5,19.28,10.36,1.218,2.78,200.1,0.0,804.721,-0.557,18.27,34.23,2025-03-28 22:00:00
1466,54.24,31.84,17.98,10.39,1.334,3.37,136.7,0.0,805.246,-0.613,15.25,25.14,2025-03-28 23:00:00
1467,46.67,32.32,17.31,11.97,1.991,4.13,244.9,0.0,805.519,-0.63,15.1,23.42,2025-03-29 00:00:00
1468,44.44,18.25,16.55,16.52,1.879,5.32,286.5,0.0,805.466,-0.63,22.6,36.98,2025-03-29 01:00:00
1469,34.23,18.27,15.85,19.77,0.919,2.9,256.3,0.0,805.265,-0.661,19.33,25.53,2025-03-29 02:00:00
1470,25.14,15.25,14.6,22.02,0.807,2.41,76.4,0.0,804.997,-0.711,26.74,41.62,2025-03-29 03:00:00
1471,23.42,15.1,12.22,25.71,1.889,3.18,26.4,0.0,804.604,-0.719,24.78,8.81,2025-03-29 04:00:00
1472,36.98,22.6,11.69,26.76,2.195,3.37,5.8,0.0,804.665,-0.695,4.4,-25.5,2025-03-29 05:00:00
1473,25.53,19.33,10.72,29.03,2.366,2.95,12.3,0.0,805.027,-0.674,-28.26,2.49,2025-03-29 06:00:00
1474,41.62,26.74,9.89,30.86,2.724,3.85,10.7,0.0,805.478,-0.604,14.77,21.97,2025-03-29 07:00:00
1475,8.81,24.78,11.88,27.85,1.82,3.74,0.3,0.0,805.925,-0.444,16.66,21.33,2025-03-29 08:00:00
1476,21.97,14.77,21.14,16.72,3.795,8.7,191.1,0.0,807.589,0.56,-2.3,19.88,2025-03-29 11:00:00
1477,21.33,16.66,22.77,15.14,4.535,8.54,213.2,0.0,807.395,0.638,-5.23,13.77,2025-03-29 12:00:00
1478,6.83,4.92,23.85,13.97,4.304,8.13,205.4,0.0,806.538,0.699,9.54,21.4,2025-03-29 13:00:00
1479,21.4,9.54,26.6,8.5,4.706,10.52,242.3,0.0,803.475,0.139,42.05,35.88,2025-03-29 17:00:00
1480,17.14,16.11,26.27,8.17,4.773,8.96,239.2,0.0,803.578,-0.053,28.97,30.56,2025-03-29 18:00:00
1481,43.68,27.37,24.93,8.91,4.211,7.13,238.8,0.0,803.792,-0.365,40.97,33.88,2025-03-29 19:00:00
1482,40.21,27.66,22.97,11.43,2.521,5.09,267.2,0.0,804.012,-0.423,31.63,35.92,2025-03-29 20:00:00
1483,35.88,42.05,21.25,12.86,1.128,2.53,331.0,0.0,804.416,-0.479,19.28,39.7,2025-03-29 21:00:00
1484,30.56,28.97,20.03,14.32,1.119,3.16,161.4,0.0,804.94,-0.525,12.29,19.57,2025-03-29 22:00:00
1485,33.88,40.97,19.12,16.83,1.494,3.72,263.9,0.0,805.431,-0.571,20.13,19.33,2025-03-29 23:00:00
1486,35.92,31.63,17.86,18.56,1.807,3.94,153.4,0.0,805.415,-0.606,21.1,37.77,2025-03-30 00:00:00
1487,39.7,19.28,17.18,19.6,1.629,3.3,150.6,0.0,805.216,-0.629,28.2,38.28,2025-03-30 01:00:00
1488,19.57,12.29,16.69,20.31,1.7,3.16,136.8,0.0,805.103,-0.631,34.28,45.94,2025-03-30 02:00:00
1489,19.33,20.13,15.42,22.38,1.906,2.9,135.7,0.0,804.845,-0.668,35.0,32.75,2025-03-30 03:00:00
1490,37.77,21.1,14.58,23.36,1.887,2.77,132.4,0.0,804.666,-0.683,24.64,21.91,2025-03-30 04:00:00
1491,38.28,28.2,12.65,27.05,2.521,3.45,117.6,0.0,804.854,-0.71,4.96,12.7,2025-03-30 05:00:00
1492,45.94,34.28,12.07,28.57,2.119,3.06,115.6,0.0,805.419,-0.704,25.6,37.5,2025-03-30 06:00:00
1493,32.75,35.0,11.56,28.76,2.053,2.7,114.6,0.0,805.96,-0.667,26.79,45.24,2025-03-30 07:00:00
1494,21.91,24.64,13.48,24.93,1.342,2.17,113.2,0.0,806.628,-0.425,21.83,46.45,2025-03-30 08:00:00
1495,12.7,4.96,16.82,20.56,1.471,3.83,153.8,0.0,807.531,-0.093,-4.33,14.24,2025-03-30 09:00:00
1496,37.5,25.6,19.07,19.11,2.476,4.53,178.0,0.0,808.143,0.293,-2.68,18.68,2025-03-30 10:00:00
1497,45.24,26.79,20.12,18.56,2.627,5.87,180.7,0.0,808.266,0.166,-5.73,14.85,2025-03-30 11:00:00
1498,46.45,21.83,23.33,15.73,1.991,6.32,200.6,0.0,808.931,0.724,-3.44,10.66,2025-03-30 12:00:00
1499,20.77,15.07,27.95,7.45,3.596,8.36,269.2,0.0,804.776,0.356,41.08,38.02,2025-03-30 17:00:00
1500,16.56,11.93,27.13,7.5,3.234,6.62,266.6,0.0,803.697,-0.108,40.83,52.25,2025-03-30 18:00:00
1501,34.53,29.31,26.0,8.18,2.591,5.06,238.9,0.0,803.92,-0.343,43.03,56.14,2025-03-30 19:00:00
1502,42.71,42.6,23.6,9.44,1.847,3.61,273.5,0.0,804.183,-0.419,33.49,43.57,2025-03-30 20:00:00
