,PM10,PM2.5,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,Rain_Tot,Press_Avg,Rad_Avg,PM2.5_5horasdeps,PM10_5horasdeps,Time
228,12.94,10.81,7.42,69.11,2.291,3.4,5.1,0.0,808.313,-0.756,23.75,34.19,2025-01-14 04:00:00
229,4.6,10.94,6.98,70.41,2.192,3.05,359.4,0.0,808.473,-0.787,26.23,45.24,2025-01-14 05:00:00
230,20.22,15.47,6.54,71.89,2.085,3.3,355.7,0.0,808.682,-0.791,10.33,50.3,2025-01-14 06:00:00
231,23.9,16.65,6.59,71.72,2.011,3.44,4.7,0.0,808.999,-0.783,29.69,41.94,2025-01-14 07:00:00
232,34.19,23.75,7.17,70.19,1.197,2.66,22.9,0.0,809.661,-0.74,-0.7,7.0,2025-01-14 08:00:00
233,45.24,26.23,8.24,66.3,1.444,2.65,2.6,0.0,810.567,-0.587,-2.86,15.23,2025-01-14 09:00:00
234,50.3,10.33,10.74,58.69,1.0,2.25,252.6,0.0,811.52,-0.476,-7.21,-3.21,2025-01-14 10:00:00
235,41.94,29.69,12.92,53.89,0.913,1.96,271.4,0.0,812.175,-0.176,-7.72,3.12,2025-01-14 11:00:00
236,13.83,8.04,23.67,27.78,3.066,7.6,264.0,0.0,813.78,1.303,12.34,43.47,2025-01-14 16:00:00
237,26.92,18.52,22.47,28.17,2.768,6.55,285.9,0.0,813.069,0.843,17.73,15.8,2025-01-14 18:00:00
238,25.66,34.6,18.06,26.86,1.288,3.97,321.4,0.0,808.964,-0.532,16.42,19.18,2025-01-14 19:00:00
239,43.47,12.34,16.41,34.77,2.565,7.54,13.2,0.0,809.029,-0.755,26.28,15.37,2025-01-14 20:00:00
240,42.25,21.63,15.06,45.63,3.548,7.59,53.2,0.0,809.915,-0.752,6.34,13.31,2025-01-14 21:00:00
241,15.8,17.73,14.11,48.25,1.988,3.97,8.4,0.0,810.59,-0.732,6.57,5.82,2025-01-14 22:00:00
242,19.18,16.42,13.3,50.23,2.374,6.83,105.0,0.0,811.001,-0.705,3.94,6.9,2025-01-14 23:00:00
243,15.37,26.28,12.45,52.74,1.063,3.42,76.8,0.0,811.146,-0.687,6.58,10.02,2025-01-15 00:00:00
244,13.31,6.34,11.69,53.35,1.151,4.5,38.1,0.0,810.902,-0.677,12.03,11.08,2025-01-15 01:00:00
245,5.82,6.57,11.37,50.92,1.303,3.86,55.4,0.0,810.776,-0.682,14.56,16.66,2025-01-15 02:00:00
246,10.02,6.58,9.35,58.28,2.411,4.07,351.5,0.0,810.206,-0.688,17.52,41.58,2025-01-15 04:00:00
247,11.08,12.03,8.41,62.29,2.9,4.49,354.7,0.0,810.064,-0.696,22.32,54.54,2025-01-15 05:00:00
248,16.66,14.56,8.13,62.84,2.86,4.32,11.6,0.0,810.341,-0.723,9.41,36.27,2025-01-15 06:00:00
249,11.77,14.14,7.61,63.8,3.108,4.66,3.0,0.0,810.525,-0.75,8.32,36.06,2025-01-15 07:00:00
250,41.58,17.52,7.62,63.28,2.494,4.19,8.4,0.0,810.869,-0.734,9.87,36.07,2025-01-15 08:00:00
251,54.54,22.32,9.28,57.18,2.385,4.33,358.1,0.0,811.687,-0.552,10.93,21.38,2025-01-15 09:00:00
252,36.27,9.41,13.97,45.06,1.326,2.5,297.8,0.0,812.867,-0.082,3.57,11.86,2025-01-15 10:00:00
253,36.06,8.32,19.35,40.99,1.625,3.27,186.9,0.0,817.616,1.319,-5.2,0.17,2025-01-15 11:00:00
254,36.07,9.87,22.24,36.76,1.987,4.25,175.3,0.0,818.146,1.476,-1.79,13.62,2025-01-15 12:00:00
255,21.38,10.93,24.32,32.75,2.392,4.77,197.0,0.0,817.256,1.647,5.35,13.24,2025-01-15 13:00:00
256,13.24,5.35,27.27,24.5,2.213,5.07,191.6,0.0,814.21,1.225,19.48,41.08,2025-01-15 17:00:00
257,41.48,32.86,26.5,25.15,2.404,5.38,209.8,0.0,814.226,1.043,19.29,33.27,2025-01-15 18:00:00
258,32.59,34.35,22.92,31.03,3.406,7.1,60.7,0.0,812.984,0.525,11.93,13.6,2025-01-15 19:00:00
259,45.67,31.85,17.91,36.38,3.544,8.44,42.1,0.0,809.573,-0.677,10.27,2.27,2025-01-15 20:00:00
260,41.08,19.48,16.06,41.96,3.311,6.92,51.3,0.0,810.509,-0.741,2.5,19.34,2025-01-15 21:00:00
261,33.27,19.29,15.25,44.64,1.73,4.25,142.3,0.0,811.551,-0.739,4.2,-2.62,2025-01-15 22:00:00
262,13.6,11.93,14.25,47.12,2.0,5.73,337.3,0.0,812.052,-0.728,10.9,19.45,2025-01-15 23:00:00
263,19.45,10.9,10.41,60.69,2.633,4.54,7.6,0.0,811.309,-0.675,17.74,24.97,2025-01-16 03:00:00
264,24.49,8.86,9.23,65.61,3.021,5.13,350.3,0.0,810.963,-0.696,15.52,19.95,2025-01-16 04:00:00
265,5.7,13.52,8.77,67.66,3.081,5.59,352.5,0.0,811.036,-0.716,10.48,12.52,2025-01-16 05:00:00
266,15.79,9.22,7.97,70.75,2.859,4.81,353.3,0.0,811.354,-0.73,5.38,3.2,2025-01-16 06:00:00
267,24.97,17.74,7.33,75.65,2.051,4.07,351.0,0.0,811.624,-0.768,10.2,18.44,2025-01-16 07:00:00
268,19.95,15.52,7.29,79.77,2.757,4.49,47.8,0.0,811.942,-0.768,7.83,19.01,2025-01-16 08:00:00
269,12.52,10.48,8.37,74.81,2.765,5.15,50.1,0.0,812.489,-0.576,-4.63,-2.33,2025-01-16 09:00:00
270,18.44,10.2,13.92,51.95,2.442,5.22,349.5,0.0,813.276,0.128,-8.01,19.99,2025-01-16 11:00:00
271,19.01,7.83,19.97,39.77,2.169,4.9,70.7,0.0,817.341,1.422,3.7,5.73,2025-01-16 12:00:00
272,11.88,7.36,24.68,29.16,3.459,7.12,163.4,0.0,815.425,1.46,30.5,24.22,2025-01-16 14:00:00
273,24.22,30.5,25.54,23.44,1.715,3.35,185.7,0.0,813.644,1.013,19.48,35.92,2025-01-16 18:00:00
274,30.85,16.96,22.85,25.57,1.67,3.74,216.5,0.0,812.082,0.566,20.85,39.73,2025-01-16 19:00:00
275,46.64,28.58,18.31,30.03,2.32,5.38,47.2,0.0,808.259,-0.667,18.28,43.61,2025-01-16 20:00:00
276,33.57,26.26,16.35,37.58,2.105,3.87,12.6,0.0,808.995,-0.749,28.35,20.44,2025-01-16 21:00:00
277,35.92,19.48,14.93,43.71,1.952,4.5,41.6,0.0,809.678,-0.728,15.61,32.96,2025-01-16 22:00:00
278,39.73,20.85,13.39,48.52,1.94,2.87,332.3,0.0,810.268,-0.704,13.33,28.91,2025-01-16 23:00:00
279,43.61,18.28,12.37,52.48,2.628,4.37,6.0,0.0,810.31,-0.694,19.81,25.89,2025-01-17 00:00:00
280,20.44,28.35,10.94,58.48,2.011,3.02,347.3,0.0,810.168,-0.669,20.99,24.26,2025-01-17 01:00:00
281,32.96,15.61,10.63,59.73,2.603,3.91,5.1,0.0,809.909,-0.68,19.29,21.8,2025-01-17 02:00:00
282,28.91,13.33,9.75,62.32,2.8,3.78,1.1,0.0,809.436,-0.68,14.44,29.48,2025-01-17 03:00:00
283,25.89,19.81,9.09,63.45,2.88,4.09,14.7,0.0,809.207,-0.687,32.08,36.76,2025-01-17 04:00:00
284,24.26,20.99,8.83,65.43,1.577,3.86,57.8,0.0,809.238,-0.724,34.4,83.55,2025-01-17 05:00:00
285,21.8,19.29,8.43,66.69,1.178,1.98,0.3,0.0,809.438,-0.721,13.27,57.76,2025-01-17 06:00:00
286,29.48,14.44,8.63,66.55,1.219,2.28,2.3,0.0,809.396,-0.725,31.99,48.23,2025-01-17 07:00:00
287,36.76,32.08,7.98,67.21,1.936,2.35,2.2,0.0,809.441,-0.724,17.06,27.47,2025-01-17 08:00:00
288,83.55,34.4,10.01,61.05,1.442,2.33,350.2,0.0,809.874,-0.551,7.94,11.01,2025-01-17 09:00:00
289,57.76,13.27,15.01,51.14,1.429,3.58,177.6,0.0,811.662,0.073,0.82,27.01,2025-01-17 10:00:00
290,48.23,31.99,19.32,47.05,2.639,5.6,180.8,0.0,815.566,1.261,10.45,6.21,2025-01-17 11:00:00
291,27.47,17.06,22.7,40.23,2.778,6.07,190.5,0.0,816.154,1.467,7.08,26.09,2025-01-17 12:00:00
292,11.01,7.94,24.2,31.64,4.258,10.62,247.3,0.0,815.008,1.615,12.84,14.04,2025-01-17 13:00:00
293,6.21,10.45,25.06,28.99,5.857,10.26,242.4,0.0,812.845,1.454,29.46,35.06,2025-01-17 15:00:00
294,26.09,7.08,25.28,27.43,5.381,10.52,239.1,0.0,812.289,1.429,23.51,39.79,2025-01-17 16:00:00
295,14.04,12.84,25.19,27.01,4.992,9.19,241.4,0.0,812.033,1.225,23.0,32.2,2025-01-17 17:00:00
296,43.34,22.7,24.23,29.28,5.128,9.13,234.2,0.0,811.754,0.944,27.43,30.51,2025-01-17 18:00:00
297,35.06,29.46,21.49,31.41,3.668,6.83,241.4,0.0,809.688,0.255,17.71,28.58,2025-01-17 19:00:00
298,39.79,23.51,18.06,32.98,1.986,4.09,273.6,0.0,807.006,-0.637,28.42,48.01,2025-01-17 20:00:00
299,32.2,23.0,16.74,33.72,2.187,5.08,234.7,0.0,807.483,-0.744,31.42,39.11,2025-01-17 21:00:00
300,30.51,27.43,16.13,33.29,2.556,5.04,239.4,0.0,808.135,-0.725,21.64,35.91,2025-01-17 22:00:00
301,28.58,17.71,15.15,36.47,1.879,4.57,228.5,0.0,808.591,-0.711,18.67,13.99,2025-01-17 23:00:00
302,48.01,28.42,13.86,41.25,1.821,2.58,133.3,0.0,808.715,-0.68,21.68,25.09,2025-01-18 00:00:00
303,39.11,31.42,13.44,49.68,1.201,2.44,127.9,0.0,808.637,-0.684,29.16,41.64,2025-01-18 01:00:00
304,35.91,21.64,12.99,49.51,1.164,3.23,135.3,0.0,808.542,-0.684,27.41,41.04,2025-01-18 02:00:00
305,13.99,18.67,12.42,50.01,1.224,2.16,147.1,0.0,808.059,-0.66,32.23,33.2,2025-01-18 03:00:00
306,25.09,21.68,11.07,54.56,1.925,3.21,122.9,0.0,807.815,-0.678,33.55,31.78,2025-01-18 04:00:00
307,41.64,29.16,10.74,58.41,1.632,2.65,108.1,0.0,807.854,-0.68,19.76,44.33,2025-01-18 05:00:00
308,41.04,27.41,10.47,59.46,1.31,2.0,132.8,0.0,808.195,-0.682,16.63,5.72,2025-01-18 06:00:00
309,33.2,32.23,9.78,65.07,1.532,3.01,144.2,0.0,808.418,-0.709,18.11,36.22,2025-01-18 07:00:00
310,31.78,33.55,9.1,67.67,1.14,2.86,87.4,0.0,808.721,-0.665,9.06,19.29,2025-01-18 08:00:00
311,44.33,19.76,11.47,59.6,0.868,2.11,310.7,0.0,809.418,-0.53,0.19,18.57,2025-01-18 09:00:00
312,5.72,16.63,13.8,52.57,2.342,5.7,178.2,0.0,809.948,-0.16,-1.42,13.96,2025-01-18 10:00:00
313,36.22,18.11,17.8,44.62,2.88,6.02,195.0,0.0,812.794,0.831,-12.12,-1.68,2025-01-18 11:00:00
314,19.29,9.06,21.44,35.04,4.284,8.69,211.7,0.0,814.612,1.477,-1.12,-3.83,2025-01-18 12:00:00
315,27.63,19.45,23.89,24.79,4.669,8.79,240.5,0.0,811.31,0.933,12.28,30.58,2025-01-18 18:00:00
316,27.68,29.5,20.55,25.32,3.406,6.98,231.0,0.0,808.78,0.01,10.36,21.47,2025-01-18 19:00:00
317,41.13,15.94,17.66,24.49,1.562,4.31,261.7,0.0,806.877,-0.701,31.29,41.31,2025-01-18 20:00:00
318,30.91,18.18,16.46,26.5,1.265,3.59,319.8,0.0,807.393,-0.732,23.09,37.18,2025-01-18 21:00:00
319,30.58,12.28,16.26,27.12,1.291,3.77,309.0,0.0,807.756,-0.71,7.23,25.02,2025-01-18 22:00:00
320,21.47,10.36,15.0,30.16,1.433,3.5,209.2,0.0,807.933,-0.702,11.46,13.96,2025-01-18 23:00:00
321,41.31,31.29,13.61,32.73,1.91,3.4,189.1,0.0,808.103,-0.691,5.75,12.72,2025-01-19 00:00:00
322,37.18,23.09,12.34,34.95,1.301,2.52,333.8,0.0,807.952,-0.679,9.68,24.83,2025-01-19 01:00:00
323,25.02,7.23,11.74,35.29,0.697,1.59,1.2,0.0,807.889,-0.667,13.07,26.79,2025-01-19 02:00:00
324,13.96,11.46,11.39,35.71,0.811,1.85,201.0,0.0,807.636,-0.667,13.41,19.41,2025-01-19 03:00:00
325,12.72,5.75,10.33,37.63,1.44,2.73,315.4,0.0,807.226,-0.676,10.73,0.56,2025-01-19 04:00:00
326,24.83,9.68,8.99,41.55,2.683,3.82,12.4,0.0,807.078,-0.722,-2.9,22.66,2025-01-19 05:00:00
327,26.79,13.07,9.41,41.21,1.813,3.18,15.9,0.0,807.455,-0.702,20.19,15.11,2025-01-19 06:00:00
328,19.41,13.41,9.37,41.6,1.045,2.56,67.4,0.0,807.955,-0.711,13.58,19.19,2025-01-19 07:00:00
329,15.11,20.19,13.74,34.48,1.667,3.11,187.9,0.0,809.513,-0.116,-7.95,1.15,2025-01-19 10:00:00
330,19.19,13.58,19.18,32.31,2.015,4.43,177.3,0.0,814.275,1.313,-9.72,8.24,2025-01-19 11:00:00
331,18.48,7.53,21.84,29.52,2.972,6.46,188.8,0.0,814.375,1.481,4.17,3.9,2025-01-19 12:00:00
332,10.57,27.46,22.11,23.51,2.715,7.37,260.6,0.0,808.252,0.38,20.51,36.84,2025-01-19 19:00:00
333,33.32,36.29,18.45,23.18,1.362,2.95,299.7,0.0,805.242,-0.68,38.42,45.73,2025-01-19 20:00:00
334,45.48,29.61,15.82,32.02,2.931,6.63,116.1,0.0,806.019,-0.746,22.24,28.13,2025-01-19 21:00:00
335,45.36,23.52,12.42,44.94,2.437,5.22,41.7,0.0,806.809,-0.724,11.64,26.28,2025-01-19 22:00:00
336,36.84,20.51,10.31,53.82,2.727,5.34,43.5,0.0,807.071,-0.693,30.21,29.45,2025-01-19 23:00:00
337,45.73,38.42,9.63,56.77,2.177,3.96,60.6,0.0,807.003,-0.672,42.74,59.36,2025-01-20 00:00:00
338,28.13,22.24,8.64,61.58,2.376,4.19,25.6,0.0,806.809,-0.691,31.62,47.54,2025-01-20 01:00:00
339,26.28,11.64,8.07,64.55,1.871,3.22,17.0,0.0,806.468,-0.692,32.71,41.64,2025-01-20 02:00:00
340,29.45,30.21,6.99,67.84,1.855,3.16,353.0,0.0,805.988,-0.767,31.77,47.38,2025-01-20 03:00:00
341,59.36,42.74,6.23,71.5,2.26,3.08,349.0,0.0,805.757,-0.799,33.63,54.64,2025-01-20 04:00:00
342,47.54,31.62,5.56,73.54,2.168,2.95,346.1,0.0,805.861,-0.805,20.96,57.63,2025-01-20 05:00:00
343,41.64,32.71,5.14,74.89,2.232,3.65,344.5,0.0,806.102,-0.811,18.72,37.58,2025-01-20 06:00:00
344,47.38,31.77,5.05,75.05,2.051,3.65,353.6,0.0,806.491,-0.812,13.83,54.02,2025-01-20 07:00:00
345,54.64,33.63,4.56,76.55,2.389,3.58,341.8,0.0,807.01,-0.765,15.45,23.6,2025-01-20 08:00:00
346,57.63,20.96,6.13,71.03,2.127,3.21,339.4,0.0,807.515,-0.548,9.91,23.71,2025-01-20 09:00:00
347,37.58,18.72,9.47,60.5,1.803,2.76,331.9,0.0,808.019,-0.313,-0.79,22.42,2025-01-20 10:00:00
348,54.02,13.83,14.82,48.56,1.337,3.25,198.0,0.0,809.919,0.482,-14.71,4.01,2025-01-20 11:00:00
349,23.6,15.45,19.47,40.17,3.259,7.39,212.9,0.0,812.605,1.367,-0.49,6.41,2025-01-20 12:00:00
350,23.71,9.91,21.36,30.85,5.742,11.43,230.0,0.0,812.232,1.429,13.8,26.4,2025-01-20 13:00:00
351,26.4,13.8,22.28,27.43,5.654,10.97,232.3,0.0,808.503,0.864,17.97,20.53,2025-01-20 17:00:00
352,39.1,28.07,20.27,27.92,4.687,9.15,232.8,0.0,806.58,-0.035,21.75,34.53,2025-01-20 18:00:00
353,47.69,32.21,18.29,32.02,4.948,9.96,223.8,0.0,805.542,-0.686,14.85,16.9,2025-01-20 19:00:00
354,34.28,31.45,16.72,38.19,4.37,7.98,226.6,0.0,806.336,-0.733,4.8,22.78,2025-01-20 20:00:00
355,20.53,17.97,15.35,42.83,3.14,7.13,227.8,0.0,807.016,-0.728,7.71,8.54,2025-01-20 21:00:00
356,34.53,21.75,14.04,46.04,2.507,5.11,211.5,0.0,807.703,-0.724,9.67,21.15,2025-01-20 22:00:00
357,16.9,14.85,13.21,49.38,3.011,6.2,236.3,0.0,807.883,-0.703,4.96,9.12,2025-01-20 23:00:00
358,22.78,4.8,12.51,53.51,3.891,6.47,236.8,0.0,807.885,-0.684,14.65,20.28,2025-01-21 00:00:00
359,8.54,7.71,11.69,55.49,3.381,6.18,250.2,0.0,807.917,-0.68,11.71,18.72,2025-01-21 01:00:00
360,21.15,9.67,11.2,57.18,2.653,5.58,230.7,0.0,807.875,-0.679,18.24,16.37,2025-01-21 02:00:00
361,9.12,4.96,10.3,57.68,2.104,3.9,201.8,0.0,807.541,-0.668,15.3,16.7,2025-01-21 03:00:00
362,20.28,14.65,9.64,59.38,1.328,2.9,187.9,0.0,807.303,-0.66,25.19,43.92,2025-01-21 04:00:00
363,18.72,11.71,8.98,61.1,0.954,2.46,332.7,0.0,807.238,-0.679,8.28,65.34,2025-01-21 05:00:00
364,16.37,18.24,7.86,64.75,1.63,3.14,58.3,0.0,807.436,-0.75,4.47,24.25,2025-01-21 06:00:00
365,16.7,15.3,6.83,68.32,1.52,2.42,16.5,0.0,808.088,-0.775,22.21,16.31,2025-01-21 07:00:00
366,43.92,25.19,7.22,67.12,1.985,2.8,343.9,0.0,808.634,-0.757,11.82,14.6,2025-01-21 08:00:00
367,65.34,8.28,10.06,59.16,1.241,2.67,308.5,0.0,809.144,-0.527,7.46,22.41,2025-01-21 09:00:00
368,24.25,4.47,12.45,51.75,1.845,3.84,162.4,0.0,809.777,-0.126,6.47,-2.49,2025-01-21 10:00:00
369,16.31,22.21,15.72,42.09,2.76,6.49,190.9,0.0,811.4,0.482,2.21,2.1,2025-01-21 11:00:00
370,14.6,11.82,18.8,30.47,4.749,8.81,218.3,0.0,812.254,1.087,-9.26,18.43,2025-01-21 12:00:00
371,22.41,7.46,21.25,27.73,4.885,9.38,231.6,0.0,813.364,1.506,10.42,14.66,2025-01-21 13:00:00
372,14.66,10.42,24.37,22.44,4.28,8.09,245.4,0.0,811.391,1.221,32.83,50.66,2025-01-21 17:00:00
373,27.0,21.65,23.37,23.17,3.143,6.53,257.2,0.0,811.014,0.877,30.14,62.88,2025-01-21 18:00:00
374,30.31,39.45,19.5,24.33,1.694,4.37,297.7,0.0,807.845,-0.25,13.65,29.62,2025-01-21 19:00:00
375,42.42,28.96,17.35,25.3,1.174,2.45,316.3,0.0,807.053,-0.723,20.04,12.17,2025-01-21 20:00:00
376,50.66,32.83,9.89,43.81,3.032,7.41,45.1,0.0,808.18,-0.7,4.86,-5.33,2025-01-21 21:00:00
377,62.88,30.14,5.03,58.39,3.63,7.94,48.8,0.0,809.4,-0.664,8.07,5.83,2025-01-21 22:00:00
378,29.62,13.65,2.88,67.21,3.8,6.82,54.3,0.0,810.339,-0.617,5.06,17.13,2025-01-21 23:00:00
379,12.17,20.04,1.91,70.92,3.611,6.06,32.3,0.0,810.923,-0.567,2.63,4.71,2025-01-22 00:00:00
380,5.83,8.07,0.58,75.29,2.996,5.42,30.4,0.0,810.7,-0.428,3.8,10.64,2025-01-22 02:00:00
381,17.13,5.06,-0.12,76.32,2.817,5.36,16.7,0.0,810.537,-0.411,9.93,-3.47,2025-01-22 03:00:00
382,30.72,5.37,-1.0,81.06,2.677,4.88,25.1,0.0,811.283,-0.404,-6.46,9.82,2025-01-22 08:00:00
383,22.76,4.8,0.34,74.12,2.667,4.93,34.8,0.0,811.295,-0.278,1.09,12.69,2025-01-22 09:00:00
384,18.2,11.98,20.8,31.64,4.053,8.97,207.1,0.0,813.318,1.629,17.78,27.14,2025-01-22 14:00:00
385,13.41,5.1,23.35,19.56,5.784,11.86,246.4,0.0,810.965,1.175,30.25,33.79,2025-01-22 17:00:00
386,27.14,17.78,22.04,19.56,5.155,9.94,266.5,0.0,809.841,0.618,21.68,90.8,2025-01-22 18:00:00
387,28.79,25.43,17.76,23.4,3.729,7.51,288.5,0.0,806.614,-0.599,32.58,98.46,2025-01-22 19:00:00
388,38.25,26.95,15.68,27.86,2.594,6.01,291.2,0.0,806.729,-0.717,35.94,89.47,2025-01-22 20:00:00
389,33.79,30.25,14.6,29.99,1.075,1.95,4.4,0.0,807.303,-0.694,32.91,66.06,2025-01-22 21:00:00
390,90.8,21.68,13.28,32.32,1.653,3.34,354.4,0.0,807.711,-0.679,28.57,55.01,2025-01-22 22:00:00
391,98.46,32.58,11.54,36.28,2.611,3.97,8.1,0.0,807.938,-0.675,22.15,55.4,2025-01-22 23:00:00
392,89.47,35.94,11.9,37.09,1.159,2.29,260.8,0.0,808.135,-0.662,23.02,36.01,2025-01-23 00:00:00
393,66.06,32.91,10.67,41.18,0.861,2.41,277.9,0.0,808.15,-0.654,18.79,41.18,2025-01-23 01:00:00
394,55.01,28.57,10.0,44.36,1.499,3.01,332.1,0.0,807.992,-0.65,24.86,21.88,2025-01-23 02:00:00
395,55.4,22.15,8.83,48.9,1.301,2.75,22.9,0.0,807.681,-0.66,29.38,24.89,2025-01-23 03:00:00
396,36.01,23.02,9.13,50.95,0.997,2.26,88.3,0.0,807.491,-0.68,33.52,48.15,2025-01-23 04:00:00
397,41.18,18.79,8.38,53.28,0.953,2.07,67.7,0.0,807.549,-0.703,20.14,63.68,2025-01-23 05:00:00
398,21.88,24.86,7.27,57.15,1.749,3.2,44.4,0.0,807.831,-0.75,15.12,49.57,2025-01-23 06:00:00
399,24.89,29.38,6.71,57.19,2.129,3.54,22.2,0.0,808.37,-0.78,25.6,24.55,2025-01-23 07:00:00
400,48.15,33.52,6.43,57.68,2.108,3.15,11.0,0.0,809.078,-0.747,19.81,-14.57,2025-01-23 08:00:00
401,63.68,20.14,9.63,48.65,1.414,2.4,14.8,0.0,809.791,-0.511,11.64,-18.12,2025-01-23 09:00:00
402,49.57,15.12,13.56,39.7,1.508,2.76,172.1,0.0,810.385,-0.102,0.91,-5.97,2025-01-23 10:00:00
403,24.55,25.6,17.35,36.45,1.827,3.39,176.8,0.0,813.708,0.955,-1.67,5.88,2025-01-23 11:00:00
404,18.27,4.31,24.9,20.32,2.98,7.16,252.7,0.0,811.351,1.245,23.07,38.69,2025-01-23 17:00:00
405,23.76,22.15,23.68,20.49,3.139,6.31,262.2,0.0,810.797,0.916,33.0,54.59,2025-01-23 18:00:00
406,27.42,31.47,19.36,22.36,2.234,4.91,300.9,0.0,807.334,-0.281,22.66,29.55,2025-01-23 19:00:00
407,56.21,35.31,17.15,21.71,2.076,3.87,355.3,0.0,806.452,-0.705,4.72,33.5,2025-01-23 20:00:00
408,38.69,23.07,16.52,21.92,2.493,4.85,5.0,0.0,807.037,-0.704,10.41,22.54,2025-01-23 21:00:00
409,54.59,33.0,13.8,32.6,2.499,5.51,73.5,0.0,807.881,-0.7,9.44,8.48,2025-01-23 22:00:00
410,29.55,22.66,11.73,42.43,2.364,5.74,39.0,0.0,808.679,-0.68,11.2,11.35,2025-01-23 23:00:00
411,33.5,4.72,9.91,49.98,3.272,6.71,30.2,0.0,808.932,-0.662,13.84,13.46,2025-01-24 00:00:00
412,22.54,10.41,8.97,53.91,3.091,6.33,35.7,0.0,808.965,-0.649,11.2,15.61,2025-01-24 01:00:00
413,8.48,9.44,7.52,60.12,3.08,5.94,32.5,0.0,809.045,-0.672,18.25,14.77,2025-01-24 02:00:00
414,11.35,11.2,6.27,66.91,3.451,7.13,41.0,0.0,809.158,-0.69,13.58,3.64,2025-01-24 03:00:00
415,13.46,13.84,4.54,77.46,2.991,5.83,33.6,0.0,809.465,-0.674,19.04,17.66,2025-01-24 04:00:00
416,15.61,11.2,4.13,79.93,2.591,5.22,47.2,0.0,809.792,-0.666,9.34,19.76,2025-01-24 05:00:00
417,14.77,18.25,4.08,81.53,2.833,7.14,48.7,0.0,810.404,-0.711,19.82,20.81,2025-01-24 06:00:00
418,17.66,19.04,4.9,78.6,3.457,6.13,53.8,0.0,811.424,-0.768,8.57,17.4,2025-01-24 08:00:00
419,19.76,9.34,5.03,77.63,3.248,6.48,70.8,0.0,812.076,-0.72,4.16,14.64,2025-01-24 09:00:00
420,20.81,19.82,5.68,72.97,3.923,7.14,66.2,0.0,812.797,-0.583,-6.76,5.5,2025-01-24 10:00:00
421,17.4,8.57,7.7,64.94,3.774,8.49,67.2,0.0,812.611,-0.508,5.39,-2.78,2025-01-24 12:00:00
422,14.64,4.16,8.41,62.38,4.748,10.34,78.1,0.0,811.842,-0.266,6.4,16.95,2025-01-24 13:00:00
423,16.95,6.4,16.07,37.1,3.252,5.97,78.9,0.0,808.52,-0.023,18.95,14.75,2025-01-24 17:00:00
424,27.22,18.1,14.89,38.73,3.746,6.05,56.6,0.0,808.09,-0.413,14.35,14.25,2025-01-24 18:00:00
425,33.29,23.18,12.58,45.06,4.81,8.63,61.3,0.0,808.223,-0.699,6.46,14.0,2025-01-24 19:00:00
426,37.56,12.5,10.58,50.77,3.317,7.72,60.9,0.0,808.613,-0.72,0.35,12.75,2025-01-24 20:00:00
427,14.75,18.95,9.05,56.48,2.55,5.92,5.2,0.0,809.593,-0.667,-0.09,-8.1,2025-01-24 21:00:00
428,14.25,14.35,8.08,60.74,2.845,7.72,55.8,0.0,810.273,-0.647,10.69,3.58,2025-01-24 22:00:00
429,14.0,6.46,6.77,66.61,2.005,6.37,49.3,0.0,810.559,-0.641,6.73,22.63,2025-01-24 23:00:00
430,22.63,6.73,4.14,79.83,3.024,5.08,4.9,0.0,810.228,-0.68,16.33,33.9,2025-01-25 03:00:00
431,14.13,7.34,3.95,80.5,3.083,4.85,5.8,0.0,809.794,-0.678,21.92,29.68,2025-01-25 04:00:00
432,7.93,11.24,3.42,81.64,2.635,3.95,353.3,0.0,809.542,-0.649,11.05,32.53,2025-01-25 05:00:00
433,22.86,18.41,3.25,82.33,2.35,3.49,359.6,0.0,809.706,-0.619,10.55,32.1,2025-01-25 06:00:00
434,33.9,16.33,2.94,83.43,3.209,5.7,354.5,0.0,810.012,-0.599,-7.52,0.69,2025-01-25 07:00:00
435,29.68,21.92,2.91,84.09,3.287,5.8,352.5,0.0,810.339,-0.502,-4.63,16.6,2025-01-25 08:00:00
436,32.53,11.05,4.31,76.53,2.668,4.46,344.4,0.0,810.658,-0.462,16.32,28.03,2025-01-25 09:00:00
437,32.1,10.55,7.48,64.87,2.199,3.85,330.5,0.0,810.95,-0.288,12.01,24.07,2025-01-25 10:00:00
438,28.03,16.32,20.21,38.91,1.919,3.44,182.9,0.0,815.865,1.444,15.95,20.99,2025-01-25 13:00:00
439,24.07,12.01,22.84,34.84,1.852,3.91,208.6,0.0,814.968,1.575,26.35,27.54,2025-01-25 14:00:00
440,20.99,15.95,24.42,24.45,2.385,5.48,180.0,0.0,812.676,1.235,44.96,57.13,2025-01-25 17:00:00
441,27.54,26.35,23.63,25.71,1.669,3.64,175.3,0.0,812.241,0.956,27.8,53.79,2025-01-25 18:00:00
442,40.07,52.21,19.96,27.95,1.665,3.47,217.5,0.0,809.052,-0.158,22.28,44.63,2025-01-25 19:00:00
443,51.78,42.75,17.45,29.33,1.257,3.05,0.4,0.0,808.087,-0.71,30.43,51.53,2025-01-25 20:00:00
444,57.13,44.96,15.83,33.38,2.695,5.79,16.7,0.0,808.877,-0.711,30.43,61.21,2025-01-25 21:00:00
